Salle,Film,Version,Relief,Payants,Gratuits,Places libres,Taux remplissage,date,time
SALLE 5,Lui,FR,2D,7.0,,107.0,"6,14%",02/11/2021,13:30
SALLE 6,Mourir Peut Attendre,VF,2D,13.0,,275.0,"4,51%",02/11/2021,13:30
SALLE 1,Debout Les Femmes !,FR,2D,4.0,,89.0,"4,30%",02/11/2021,13:40
SALLE 2,Ron Débloque,VF,2D,93.0,5.0,46.0,"68,06%",02/11/2021,13:40
SALLE 4,Illusions Perdues,FR,2D,16.0,,77.0,"17,20%",02/11/2021,15:20
SALLE 1,The French Dispatch,VO,2D,,,93.0,,02/11/2021,15:45
SALLE 5,Le Trésor Du Petit Nicolas,FR,2D,53.0,,61.0,"46,49%",02/11/2021,15:45
SALLE 2,Le Loup Et Le Lion,FR,2D,78.0,,66.0,"54,17%",02/11/2021,16:00
SALLE 3,Venom: Let There Be Carnage,VF,2D,23.0,,169.0,"11,98%",02/11/2021,16:00
SALLE 6,Lui,FR,2D,7.0,,281.0,"2,43%",02/11/2021,16:45
SALLE 1,Illusions Perdues,FR,2D,11.0,,82.0,"11,83%",02/11/2021,18:00
SALLE 3,Eiffel,FR,2D,37.0,,155.0,"19,27%",02/11/2021,18:15
SALLE 2,Le Loup Et Le Lion,FR,2D,38.0,,106.0,"26,39%",02/11/2021,18:20
SALLE 4,The French Dispatch,VF,2D,3.0,,90.0,"3,23%",02/11/2021,18:30
SALLE 5,La Famille Addams 2 : Une Virée D'enfer,VF,2D,37.0,,77.0,"32,46%",02/11/2021,18:30
SALLE 6,Venom: Let There Be Carnage,VF,2D,28.0,,260.0,"9,72%",02/11/2021,18:40
SALLE 3,Mourir Peut Attendre,VF,2D,31.0,,161.0,"16,15%",02/11/2021,20:45
SALLE 1,The French Dispatch,VO,2D,11.0,,82.0,"11,83%",02/11/2021,21:00
SALLE 2,Si On Chantait,FR,2D,11.0,,133.0,"7,64%",02/11/2021,21:00
SALLE 4,Lui,FR,2D,12.0,,81.0,"12,90%",02/11/2021,21:00
SALLE 5,La Famille Addams 2 : Une Virée D'enfer,VF,2D,,,114.0,,02/11/2021,21:00
SALLE 6,Venom: Let There Be Carnage,VF,2D,21.0,,267.0,"7,29%",02/11/2021,21:00
SALLE 1,La Famille Addams 2 : Une Virée D'enfer,VF,2D,11.0,,82.0,"11,83%",03/11/2021,11:00
SALLE 2,Le Loup Et Le Lion,FR,2D,8.0,,136.0,"5,56%",03/11/2021,11:00
SALLE 3,La Vie De Château,FR,2D,,,192.0,,03/11/2021,11:00
SALLE 4,Grandir C'est Chouette !,FR,2D,5.0,,88.0,"5,38%",03/11/2021,11:00
SALLE 5,Zébulon Et Les Médecins Volants,VF,2D,3.0,,111.0,"2,63%",03/11/2021,11:00
SALLE 6,Le Peuple Loup,VF,2D,6.0,,282.0,"2,08%",03/11/2021,11:00
SALLE 1,The French Dispatch,VF,2D,,1.0,92.0,"1,08%",03/11/2021,13:30
SALLE 2,Le Trésor Du Petit Nicolas,FR,2D,28.0,,116.0,"19,44%",03/11/2021,13:30
SALLE 3,Les Eternels,VF,2D,43.0,4.0,145.0,"24,48%",03/11/2021,13:30
SALLE 4,Si On Chantait,FR,2D,2.0,,91.0,"2,15%",03/11/2021,13:30
SALLE 5,Même Les Souris Vont Au Paradis,FR,2D,17.0,,97.0,"14,91%",03/11/2021,13:30
SALLE 6,Le Loup Et Le Lion,FR,2D,31.0,3.0,254.0,"11,81%",03/11/2021,13:30
SALLE 4,Illusions Perdues,FR,2D,9.0,,84.0,"9,68%",03/11/2021,15:30
SALLE 1,Tout Nous Sourit,FR,2D,,,93.0,,03/11/2021,15:45
SALLE 2,Lui,FR,2D,3.0,,141.0,"2,08%",03/11/2021,15:45
SALLE 5,Halloween Kills,VF,2D,14.0,,100.0,"12,28%",03/11/2021,16:00
SALLE 6,La Famille Addams 2 : Une Virée D'enfer,VF,2D,48.0,4.0,236.0,"18,06%",03/11/2021,16:00
SALLE 3,Le Loup Et Le Lion,FR,2D,49.0,2.0,141.0,"26,56%",03/11/2021,16:30
SALLE 2,Les Eternels,VF,2D,38.0,,106.0,"26,39%",03/11/2021,17:50
SALLE 1,Julie (en 12 Chapitres),FR,2D,2.0,,91.0,"2,15%",03/11/2021,18:15
SALLE 6,Eiffel,FR,2D,13.0,,275.0,"4,51%",03/11/2021,18:15
SALLE 4,Ron Débloque,VF,2D,25.0,,68.0,"26,88%",03/11/2021,18:30
SALLE 5,Venom: Let There Be Carnage,VF,2D,19.0,,95.0,"16,67%",03/11/2021,18:30
SALLE 3,Si On Chantait,FR,2D,3.0,,189.0,"1,56%",03/11/2021,18:45
SALLE 5,Mourir Peut Attendre,VF,2D,26.0,,88.0,"22,81%",03/11/2021,20:45
SALLE 6,Les Eternels,VF,2D,65.0,,223.0,"22,57%",03/11/2021,20:45
SALLE 1,The French Dispatch,VO,2D,4.0,,89.0,"4,30%",03/11/2021,21:00
SALLE 2,Si On Chantait,FR,2D,20.0,,124.0,"13,89%",03/11/2021,21:00
SALLE 3,Halloween Kills,VF,2D,12.0,,180.0,"6,25%",03/11/2021,21:00
SALLE 4,Lui,FR,2D,18.0,,75.0,"19,35%",03/11/2021,21:00
SALLE 1,Ron Débloque,VF,2D,16.0,,77.0,"17,20%",04/11/2021,11:00
SALLE 2,La Famille Addams 2 : Une Virée D'enfer,VF,2D,21.0,,123.0,"14,58%",04/11/2021,11:00
SALLE 3,Même Les Souris Vont Au Paradis,FR,2D,14.0,,178.0,"7,29%",04/11/2021,11:00
SALLE 4,Grandir C'est Chouette !,FR,2D,10.0,,83.0,"10,75%",04/11/2021,11:00
SALLE 5,Zébulon Et Les Médecins Volants,VF,2D,9.0,,105.0,"7,89%",04/11/2021,11:00
SALLE 6,Le Peuple Loup,VF,2D,9.0,,279.0,"3,13%",04/11/2021,11:00
SALLE 1,Illusions Perdues,FR,2D,2.0,,91.0,"2,15%",04/11/2021,13:30
SALLE 2,Venom: Let There Be Carnage,VF,2D,15.0,,129.0,"10,42%",04/11/2021,13:30
SALLE 3,Ron Débloque,VF,2D,27.0,,165.0,"14,06%",04/11/2021,13:30
SALLE 4,Lui,FR,2D,1.0,,92.0,"1,08%",04/11/2021,13:30
SALLE 5,La Vie De Château,FR,2D,,,114.0,,04/11/2021,13:30
SALLE 6,Le Loup Et Le Lion,FR,2D,75.0,,213.0,"26,04%",04/11/2021,13:30
SALLE 4,Le Trésor Du Petit Nicolas,FR,2D,48.0,,45.0,"51,61%",04/11/2021,15:30
SALLE 5,Si On Chantait,FR,2D,29.0,,85.0,"25,44%",04/11/2021,15:40
SALLE 3,Les Eternels,VF,2D,37.0,,155.0,"19,27%",04/11/2021,15:45
SALLE 6,La Famille Addams 2 : Une Virée D'enfer,VF,2D,33.0,,255.0,"11,46%",04/11/2021,15:45
SALLE 2,Eiffel,FR,2D,20.0,,124.0,"13,89%",04/11/2021,16:00
SALLE 1,The French Dispatch,VF,2D,1.0,,92.0,"1,08%",04/11/2021,16:30
SALLE 4,Mourir Peut Attendre,VF,2D,18.0,,75.0,"19,35%",04/11/2021,17:45
SALLE 5,Les Eternels,VF,2D,28.0,,86.0,"24,56%",04/11/2021,17:45
SALLE 6,Halloween Kills,VF,2D,17.0,,271.0,"5,90%",04/11/2021,18:15
SALLE 2,Le Loup Et Le Lion,FR,2D,18.0,,126.0,"12,50%",04/11/2021,18:30
SALLE 1,The French Dispatch,VO,2D,3.0,,90.0,"3,23%",04/11/2021,18:40
SALLE 3,Lui,FR,2D,5.0,,187.0,"2,60%",04/11/2021,19:00
SALLE 2,Mourir Peut Attendre,VF,2D,6.0,,138.0,"4,17%",04/11/2021,20:45
SALLE 6,Les Eternels,VF,2D,62.0,,226.0,"21,53%",04/11/2021,20:45
SALLE 1,Julie (en 12 Chapitres),FR,2D,2.0,,91.0,"2,15%",04/11/2021,21:00
SALLE 3,Si On Chantait,FR,2D,10.0,,182.0,"5,21%",04/11/2021,21:00
SALLE 4,Eiffel,FR,2D,13.0,,80.0,"13,98%",04/11/2021,21:00
SALLE 5,Tout Nous Sourit,FR,2D,8.0,1.0,105.0,"7,89%",04/11/2021,21:00
SALLE 1,Grandir C'est Chouette !,FR,2D,6.0,,87.0,"6,45%",05/11/2021,11:00
SALLE 3,Même Les Souris Vont Au Paradis,FR,2D,10.0,,182.0,"5,21%",05/11/2021,11:00
SALLE 4,Le Loup Et Le Lion,FR,2D,31.0,,62.0,"33,33%",05/11/2021,11:00
SALLE 5,La Vie De Château,FR,2D,2.0,,112.0,"1,75%",05/11/2021,11:00
SALLE 6,Le Peuple Loup,VF,2D,6.0,,282.0,"2,08%",05/11/2021,11:00
SALLE 1,Tout Nous Sourit,FR,2D,13.0,,80.0,"13,98%",05/11/2021,13:30
SALLE 2,Ron Débloque,VF,2D,96.0,10.0,38.0,"73,61%",05/11/2021,13:30
SALLE 4,Julie (en 12 Chapitres),FR,2D,3.0,,90.0,"3,23%",05/11/2021,13:30
SALLE 5,Lui,FR,2D,4.0,,110.0,"3,51%",05/11/2021,13:30
SALLE 6,La Famille Addams 2 : Une Virée D'enfer,VF,2D,71.0,6.0,211.0,"26,74%",05/11/2021,13:30
SALLE 3,Les Eternels,VF,2D,29.0,,163.0,"15,10%",05/11/2021,14:15
SALLE 5,Si On Chantait,FR,2D,19.0,,95.0,"16,67%",05/11/2021,15:45
SALLE 6,La Famille Addams 2 : Une Virée D'enfer,VF,2D,59.0,,229.0,"20,49%",05/11/2021,15:45
SALLE 1,The French Dispatch,VO,2D,2.0,,91.0,"2,15%",05/11/2021,16:00
SALLE 2,Le Loup Et Le Lion,FR,2D,88.0,3.0,53.0,"63,19%",05/11/2021,16:00
SALLE 4,Venom: Let There Be Carnage,VF,2D,20.0,,73.0,"21,51%",05/11/2021,16:15
SALLE 3,Les Eternels,VF,2D,26.0,,166.0,"13,54%",05/11/2021,17:45
SALLE 5,Eiffel,FR,2D,7.0,,107.0,"6,14%",05/11/2021,18:15
SALLE 6,Halloween Kills,VF,2D,20.0,,268.0,"6,94%",05/11/2021,18:15
SALLE 1,Lui,FR,2D,8.0,,85.0,"8,60%",05/11/2021,18:30
SALLE 2,La Famille Addams 2 : Une Virée D'enfer,VF,2D,13.0,,131.0,"9,03%",05/11/2021,18:30
SALLE 4,Le Trésor Du Petit Nicolas,FR,2D,20.0,,73.0,"21,51%",05/11/2021,18:30
SALLE 1,Illusions Perdues,FR,2D,18.0,,75.0,"19,35%",05/11/2021,20:45
SALLE 5,Mourir Peut Attendre,VF,2D,25.0,,89.0,"21,93%",05/11/2021,20:45
SALLE 6,Les Eternels,VF,2D,100.0,4.0,184.0,"36,11%",05/11/2021,20:45
SALLE 2,Venom: Let There Be Carnage,VF,2D,52.0,,92.0,"36,11%",05/11/2021,21:00
SALLE 3,Si On Chantait,FR,2D,9.0,,183.0,"4,69%",05/11/2021,21:00
SALLE 4,Eiffel,FR,2D,11.0,2.0,80.0,"13,98%",05/11/2021,21:00
SALLE 1,Tout Nous Sourit,FR,2D,12.0,,81.0,"12,90%",06/11/2021,13:30
SALLE 2,Venom: Let There Be Carnage,VF,2D,16.0,1.0,127.0,"11,81%",06/11/2021,13:30
SALLE 3,Le Trésor Du Petit Nicolas,FR,2D,31.0,,161.0,"16,15%",06/11/2021,13:30
SALLE 4,Illusions Perdues,FR,2D,9.0,,84.0,"9,68%",06/11/2021,13:30
SALLE 5,Ron Débloque,VF,2D,14.0,,100.0,"12,28%",06/11/2021,13:30
SALLE 6,Si On Chantait,FR,2D,9.0,1.0,278.0,"3,47%",06/11/2021,13:30
SALLE 6,Les Eternels,VF,2D,48.0,,240.0,"16,67%",06/11/2021,15:30
SALLE 2,La Famille Addams 2 : Une Virée D'enfer,VF,2D,27.0,,117.0,"18,75%",06/11/2021,15:40
SALLE 1,Julie (en 12 Chapitres),FR,2D,15.0,,78.0,"16,13%",06/11/2021,15:45
SALLE 3,Le Loup Et Le Lion,FR,2D,42.0,1.0,149.0,"22,40%",06/11/2021,15:45
SALLE 5,The French Dispatch,VF,2D,6.0,,108.0,"5,26%",06/11/2021,15:50
SALLE 4,Lui,FR,2D,6.0,1.0,86.0,"7,53%",06/11/2021,16:30
SALLE 2,Mourir Peut Attendre,VF,2D,26.0,,118.0,"18,06%",06/11/2021,17:50
SALLE 3,Les Eternels,VF,2D,86.0,,106.0,"44,79%",06/11/2021,17:50
SALLE 1,The French Dispatch,VO,2D,8.0,,85.0,"8,60%",06/11/2021,18:30
SALLE 4,Eiffel,FR,2D,50.0,,43.0,"53,76%",06/11/2021,18:30
SALLE 5,La Famille Addams 2 : Une Virée D'enfer,VF,2D,31.0,,83.0,"27,19%",06/11/2021,18:30
SALLE 6,Si On Chantait,FR,2D,15.0,,273.0,"5,21%",06/11/2021,18:40
SALLE 5,Mourir Peut Attendre,VF,2D,40.0,,74.0,"35,09%",06/11/2021,20:45
SALLE 6,Les Eternels,VF,2D,104.0,2.0,182.0,"36,81%",06/11/2021,20:45
SALLE 1,Eiffel,FR,2D,40.0,,53.0,"43,01%",06/11/2021,21:00
SALLE 2,Halloween Kills,VF,2D,21.0,,123.0,"14,58%",06/11/2021,21:00
SALLE 3,Si On Chantait,FR,2D,22.0,,170.0,"11,46%",06/11/2021,21:00
SALLE 4,Le Loup Et Le Lion,FR,2D,27.0,,66.0,"29,03%",06/11/2021,21:00
SALLE 1,Même Les Souris Vont Au Paradis,FR,2D,7.0,,86.0,"7,53%",07/11/2021,11:00
SALLE 2,La Vie De Château,FR,2D,,,144.0,,07/11/2021,11:00
SALLE 3,Ron Débloque,VF,2D,16.0,,176.0,"8,33%",07/11/2021,11:00
SALLE 4,Zébulon Et Les Médecins Volants,VF,2D,17.0,,76.0,"18,28%",07/11/2021,11:00
SALLE 5,Maman Pleut Des Cordes,FR,2D,1.0,,113.0,"0,88%",07/11/2021,11:00
SALLE 6,Le Peuple Loup,VF,2D,,,288.0,,07/11/2021,11:00
SALLE 1,Halloween Kills,VF,2D,13.0,,80.0,"13,98%",07/11/2021,13:30
SALLE 2,Si On Chantait,FR,2D,5.0,,139.0,"3,47%",07/11/2021,13:30
SALLE 3,Les Eternels,VF,2D,25.0,,167.0,"13,02%",07/11/2021,13:30
SALLE 4,La Famille Addams 2 : Une Virée D'enfer,VF,2D,9.0,4.0,80.0,"13,98%",07/11/2021,13:30
SALLE 5,Lui,FR,2D,7.0,,107.0,"6,14%",07/11/2021,13:30
SALLE 6,Le Trésor Du Petit Nicolas,FR,2D,22.0,,266.0,"7,64%",07/11/2021,13:30
SALLE 5,Mourir Peut Attendre,VF,2D,64.0,,50.0,"56,14%",07/11/2021,15:30
SALLE 2,La Famille Addams 2 : Une Virée D'enfer,VF,2D,34.0,1.0,109.0,"24,31%",07/11/2021,15:45
SALLE 6,Les Eternels,VF,2D,58.0,,230.0,"20,14%",07/11/2021,15:45
SALLE 1,Eiffel,FR,2D,63.0,,30.0,"67,74%",07/11/2021,16:00
SALLE 4,Si On Chantait,FR,2D,42.0,,51.0,"45,16%",07/11/2021,16:00
SALLE 3,Le Loup Et Le Lion,FR,2D,35.0,,157.0,"18,23%",07/11/2021,16:40
SALLE 2,Les Eternels,VF,2D,45.0,,99.0,"31,25%",07/11/2021,18:00
SALLE 1,Si On Chantait,FR,2D,19.0,,74.0,"20,43%",07/11/2021,18:30
SALLE 4,Eiffel,FR,2D,22.0,,71.0,"23,66%",07/11/2021,18:30
SALLE 5,The French Dispatch,VO,2D,2.0,,112.0,"1,75%",07/11/2021,18:45
SALLE 3,Lui,FR,2D,10.0,2.0,180.0,"6,25%",07/11/2021,19:00
SALLE 6,Debout Les Femmes !,FR,2D,10.0,,278.0,"3,47%",07/11/2021,19:00
SALLE 6,Mourir Peut Attendre,VF,2D,7.0,,281.0,"2,43%",07/11/2021,20:50
SALLE 1,The French Dispatch,VF,2D,,,93.0,,07/11/2021,21:00
SALLE 2,Tout Nous Sourit,FR,2D,3.0,,141.0,"2,08%",07/11/2021,21:00
SALLE 3,Venom: Let There Be Carnage,VF,2D,7.0,,185.0,"3,65%",07/11/2021,21:00
SALLE 4,Julie (en 12 Chapitres),FR,2D,1.0,,92.0,"1,08%",07/11/2021,21:00
SALLE 5,Illusions Perdues,FR,2D,10.0,,104.0,"8,77%",07/11/2021,21:00
SALLE 1,Julie (en 12 Chapitres),FR,2D,2.0,,91.0,"2,15%",08/11/2021,13:50
SALLE 2,Eiffel,FR,2D,6.0,,138.0,"4,17%",08/11/2021,13:50
SALLE 3,Tout Nous Sourit,FR,2D,4.0,,188.0,"2,08%",08/11/2021,13:50
SALLE 4,Le Loup Et Le Lion,FR,2D,,,93.0,,08/11/2021,13:50
SALLE 5,Si On Chantait,FR,2D,12.0,,102.0,"10,53%",08/11/2021,13:50
SALLE 6,Debout Les Femmes !,FR,2D,5.0,,283.0,"1,74%",08/11/2021,13:50
SALLE 6,Illusions Perdues,FR,2D,6.0,,282.0,"2,08%",08/11/2021,15:40
SALLE 3,Venom: Let There Be Carnage,VF,2D,3.0,,189.0,"1,56%",08/11/2021,16:00
SALLE 4,The French Dispatch,VF,2D,1.0,,92.0,"1,08%",08/11/2021,16:00
SALLE 5,Eiffel,FR,2D,11.0,,103.0,"9,65%",08/11/2021,16:00
SALLE 2,Le Trésor Du Petit Nicolas,FR,2D,,,144.0,,08/11/2021,16:15
SALLE 1,Lui,FR,2D,3.0,,90.0,"3,23%",08/11/2021,16:30
SALLE 3,Tout Nous Sourit,FR,2D,5.0,,187.0,"2,60%",08/11/2021,18:15
SALLE 4,Halloween Kills,VF,2D,,,93.0,,08/11/2021,18:15
SALLE 1,Julie (en 12 Chapitres),FR,2D,5.0,,88.0,"5,38%",08/11/2021,18:20
SALLE 5,Si On Chantait,FR,2D,1.0,,113.0,"0,88%",08/11/2021,18:30
SALLE 6,Debout Les Femmes !,FR,2D,,,288.0,,08/11/2021,18:40
SALLE 2,L'Histoire oubliée des femmes au foyer,FR,2D,7.0,,137.0,"4,86%",08/11/2021,20:30
SALLE 3,Mourir Peut Attendre,VF,2D,17.0,,175.0,"8,85%",08/11/2021,20:30
SALLE 6,Les Eternels,VF,2D,12.0,,276.0,"4,17%",08/11/2021,20:30
SALLE 1,Lui,FR,2D,2.0,,91.0,"2,15%",08/11/2021,21:00
SALLE 4,The French Dispatch,VO,2D,,,93.0,,08/11/2021,21:00
SALLE 5,FILM SURPRISE 1 AFCAE NOV. 2021,VF,2D,,,114.0,,08/11/2021,21:00
SALLE 1,The French Dispatch,VF,2D,,,93.0,,09/11/2021,13:50
SALLE 2,Lui,FR,2D,,,144.0,,09/11/2021,13:50
SALLE 4,Si On Chantait,FR,2D,,,93.0,,09/11/2021,13:50
SALLE 5,Venom: Let There Be Carnage,VF,2D,,,114.0,,09/11/2021,13:50
SALLE 6,Mourir Peut Attendre,VF,2D,,,288.0,,09/11/2021,13:50
SALLE 3,Julie (en 12 Chapitres),FR,2D,,,192.0,,09/11/2021,14:00
SALLE 2,Debout Les Femmes !,FR,2D,,,144.0,,09/11/2021,15:50
SALLE 1,Eiffel,FR,2D,,,93.0,,09/11/2021,16:00
SALLE 4,Tout Nous Sourit,FR,2D,,,93.0,,09/11/2021,16:00
SALLE 5,Si On Chantait,FR,2D,,,114.0,,09/11/2021,16:00
SALLE 6,Halloween Kills,VF,2D,,,288.0,,09/11/2021,17:00
SALLE 3,Les Eternels,VF,2D,,,192.0,,09/11/2021,17:30
SALLE 2,Mourir Peut Attendre,VF,2D,4.0,,140.0,"2,78%",09/11/2021,17:45
SALLE 5,Illusions Perdues,FR,2D,16.0,,98.0,"14,04%",09/11/2021,18:00
SALLE 1,Eiffel,FR,2D,,,93.0,,09/11/2021,18:10
SALLE 4,Si On Chantait,FR,2D,6.0,,87.0,"6,45%",09/11/2021,18:10
SALLE 2,Tout Nous Sourit,FR,2D,11.0,,133.0,"7,64%",09/11/2021,18:20
SALLE 1,The French Dispatch,VO,2D,,,93.0,,09/11/2021,18:30
SALLE 4,Le Trésor Du Petit Nicolas,FR,2D,12.0,,81.0,"12,90%",09/11/2021,18:30
SALLE 5,Debout Les Femmes !,FR,2D,8.0,,106.0,"7,02%",09/11/2021,19:05
SALLE 3,Les Eternels,VF,2D,10.0,,182.0,"5,21%",09/11/2021,20:50
SALLE 1,Lui,FR,2D,9.0,,84.0,"9,68%",09/11/2021,21:00
SALLE 2,Venom: Let There Be Carnage,VF,2D,15.0,2.0,127.0,"11,81%",09/11/2021,21:00
SALLE 4,Si On Chantait,FR,2D,14.0,,79.0,"15,05%",09/11/2021,21:00
SALLE 5,Eiffel,FR,2D,17.0,,97.0,"14,91%",09/11/2021,21:00
SALLE 2,Les Eternels,VF,2D,9.0,,135.0,"6,25%",10/11/2021,13:30
SALLE 3,Ron Débloque,VF,2D,7.0,,185.0,"3,65%",10/11/2021,13:30
SALLE 4,Haute Couture,FR,2D,3.0,,90.0,"3,23%",10/11/2021,13:30
SALLE 5,La Famille Addams 2 : Une Virée D'enfer,VF,2D,7.0,,107.0,"6,14%",10/11/2021,13:30
SALLE 6,Aline,FR,2D,8.0,,280.0,"2,78%",10/11/2021,13:30
SALLE 1,Cry Macho,VF,2D,4.0,,89.0,"4,30%",10/11/2021,13:45
SALLE 3,Les Eternels,VF,2D,1.0,,191.0,"0,52%",10/11/2021,15:40
SALLE 1,The French Dispatch,VO,2D,,,93.0,,10/11/2021,16:00
SALLE 4,Si On Chantait,FR,2D,7.0,,86.0,"7,53%",10/11/2021,16:00
SALLE 5,Le Loup Et Le Lion,FR,2D,9.0,,105.0,"7,89%",10/11/2021,16:00
SALLE 6,Aline,FR,2D,8.0,,280.0,"2,78%",10/11/2021,16:10
SALLE 2,Oups ! J'ai Encore Raté L'arche…,VF,2D,6.0,,138.0,"4,17%",10/11/2021,16:45
SALLE 4,La Fracture,FR,2D,3.0,,90.0,"3,23%",10/11/2021,18:15
SALLE 5,Eiffel,FR,2D,8.0,,106.0,"7,02%",10/11/2021,18:15
SALLE 1,Cry Macho,VO,2D,2.0,,91.0,"2,15%",10/11/2021,18:30
SALLE 2,Venom: Let There Be Carnage,VF,2D,14.0,,130.0,"9,72%",10/11/2021,18:45
SALLE 3,Lui,FR,2D,1.0,,191.0,"0,52%",10/11/2021,18:45
SALLE 6,Haute Couture,FR,2D,,,288.0,,10/11/2021,18:45
SALLE 3,Les Eternels,VF,2D,48.0,,144.0,"25,00%",10/11/2021,20:45
SALLE 1,Cry Macho,VO,2D,4.0,,89.0,"4,30%",10/11/2021,21:00
SALLE 2,Haute Couture,FR,2D,1.0,,143.0,"0,69%",10/11/2021,21:00
SALLE 4,Barbaque,FR,2D,1.0,,92.0,"1,08%",10/11/2021,21:00
SALLE 5,Si On Chantait,FR,2D,,,114.0,,10/11/2021,21:00
SALLE 6,Aline,FR,2D,38.0,,250.0,"13,19%",10/11/2021,21:00
SALLE 1,Grandir C'est Chouette !,FR,2D,4.0,,89.0,"4,30%",11/11/2021,11:00
SALLE 2,Oups ! J'ai Encore Raté L'arche…,VF,2D,7.0,,137.0,"4,86%",11/11/2021,11:00
SALLE 3,Ron Débloque,VF,2D,8.0,,184.0,"4,17%",11/11/2021,11:00
SALLE 4,Même Les Souris Vont Au Paradis,FR,2D,16.0,,77.0,"17,20%",11/11/2021,11:00
SALLE 5,Sam Le Pompier & Le Mystérieux Super-héros,VF,2D,,,114.0,,11/11/2021,11:00
SALLE 6,Le Peuple Loup,VF,2D,2.0,,286.0,"0,69%",11/11/2021,11:00
SALLE 1,Cry Macho,VF,2D,4.0,,89.0,"4,30%",11/11/2021,13:30
SALLE 3,Le Loup Et Le Lion,FR,2D,20.0,,172.0,"10,42%",11/11/2021,13:30
SALLE 4,Haute Couture,FR,2D,16.0,,77.0,"17,20%",11/11/2021,13:30
SALLE 5,Les Eternels,VF,2D,31.0,1.0,82.0,"28,07%",11/11/2021,13:30
SALLE 6,Aline,FR,2D,16.0,,272.0,"5,56%",11/11/2021,13:30
SALLE 2,Oups ! J'ai Encore Raté L'arche…,VF,2D,22.0,,122.0,"15,28%",11/11/2021,13:45
SALLE 2,Les Eternels,VF,2D,66.0,,78.0,"45,83%",11/11/2021,15:40
SALLE 1,La Famille Addams 2 : Une Virée D'enfer,VF,2D,63.0,,30.0,"67,74%",11/11/2021,15:45
SALLE 4,Si On Chantait,FR,2D,23.0,,70.0,"24,73%",11/11/2021,15:45
SALLE 3,Les Bodin's En Thaïlande,FR,2D,53.0,,139.0,"27,60%",11/11/2021,16:00
SALLE 6,Aline,FR,2D,57.0,,231.0,"19,79%",11/11/2021,16:10
SALLE 5,Oups ! J'ai Encore Raté L'arche…,VF,2D,20.0,,94.0,"17,54%",11/11/2021,16:30
SALLE 4,Mourir Peut Attendre,VF,2D,35.0,,58.0,"37,63%",11/11/2021,17:50
SALLE 1,Haute Couture,FR,2D,17.0,,76.0,"18,28%",11/11/2021,18:15
SALLE 3,Eiffel,FR,2D,28.0,,164.0,"14,58%",11/11/2021,18:30
SALLE 5,Aline,FR,2D,50.0,,64.0,"43,86%",11/11/2021,18:30
SALLE 2,Cry Macho,VO,2D,8.0,,136.0,"5,56%",11/11/2021,18:45
SALLE 6,Barbaque,FR,2D,6.0,,282.0,"2,08%",11/11/2021,18:45
SALLE 1,16 Levers De Soleil,FR,2D,15.0,3.0,75.0,"19,35%",11/11/2021,20:30
SALLE 6,Les Eternels,VF,2D,21.0,,267.0,"7,29%",11/11/2021,20:50
SALLE 2,Lui,FR,2D,2.0,,142.0,"1,39%",11/11/2021,21:00
SALLE 3,Si On Chantait,FR,2D,8.0,,184.0,"4,17%",11/11/2021,21:00
SALLE 4,La Fracture,FR,2D,11.0,,82.0,"11,83%",11/11/2021,21:00
SALLE 5,Haute Couture,FR,2D,4.0,,110.0,"3,51%",11/11/2021,21:00
SALLE 3,Chantons Sous La Pluie,VF,2D,87.0,,105.0,"45,31%",12/11/2021,10:20
SALLE 1,La Fracture,FR,2D,7.0,,86.0,"7,53%",12/11/2021,13:50
SALLE 2,Lui,FR,2D,6.0,,138.0,"4,17%",12/11/2021,13:50
SALLE 3,Cry Macho,VF,2D,,,192.0,,12/11/2021,13:50
SALLE 4,Eiffel,FR,2D,7.0,,86.0,"7,53%",12/11/2021,13:50
SALLE 5,Haute Couture,FR,2D,7.0,,107.0,"6,14%",12/11/2021,13:50
SALLE 2,Si On Chantait,FR,2D,1.0,,143.0,"0,69%",12/11/2021,15:45
SALLE 1,Illusions Perdues,FR,2D,3.0,,90.0,"3,23%",12/11/2021,15:50
SALLE 5,Julie (en 12 Chapitres),VO,2D,6.0,,108.0,"5,26%",12/11/2021,16:00
SALLE 3,Oups ! J'ai Encore Raté L'arche…,VF,2D,5.0,,187.0,"2,60%",12/11/2021,16:15
SALLE 4,Haute Couture,FR,2D,10.0,,83.0,"10,75%",12/11/2021,16:15
SALLE 2,Les Eternels,VF,2D,8.0,,136.0,"5,56%",12/11/2021,17:50
SALLE 3,Si On Chantait,FR,2D,11.0,,181.0,"5,73%",12/11/2021,18:30
SALLE 4,The French Dispatch,VO,2D,4.0,,89.0,"4,30%",12/11/2021,18:30
SALLE 5,Aline,FR,2D,28.0,,86.0,"24,56%",12/11/2021,18:30
SALLE 6,Cry Macho,VO,2D,2.0,,286.0,"0,69%",12/11/2021,18:40
SALLE 1,Venom: Let There Be Carnage,VF,2D,16.0,1.0,76.0,"18,28%",12/11/2021,18:45
SALLE 3,Les Eternels,VF,2D,42.0,1.0,149.0,"22,40%",12/11/2021,20:45
SALLE 4,Mourir Peut Attendre,VF,2D,13.0,,80.0,"13,98%",12/11/2021,20:45
SALLE 1,Cry Macho,VO,2D,3.0,,90.0,"3,23%",12/11/2021,21:00
SALLE 2,Barbaque,FR,2D,28.0,,116.0,"19,44%",12/11/2021,21:00
